,userid,os,city,gender,status,completed_info,SignIn,date,weekend,fromchannel,coin,lucky_money,unsub,sub,default_buyer,today_read,purchase,share,favorite,read,actions,path1,path2,path3,path4,path5,path6
29,5ad2254ff4edea6f04a97f19,iOS,北京,male,worker,0,0.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.0,首页文章详情页首页首页,1.0,0.0,0.0,0.0,0.0,0.0
30,5ad20344f716a54769d530f8,Android,玉林,female,other,0,0.0,2018-04-14,1,Xiaomi,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,,,,,,,
31,5ad2103abf06f46f09cb5a21,iOS,长春,female,student,0,0.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,2.0,首页首页发现买手发现买手买手主页文章详情页买手主页发现买手发现买手买手主页文章详情页买手主页买手主页发现买手发现买手,0.0,0.0,0.0,0.0,0.0,0.0
32,5ad1573d2dbd85702ac3747d,iOS,深圳,male,worker,0,0.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,2.0,4.0,首页发现买手发现买手文章详情页文章详情页首页文章详情页文章详情页文章详情页首页文章详情页文章详情页首页文章详情页文章详情页首页,3.0,0.0,0.0,0.0,0.0,0.0
33,5ad1eae2c077bc7009bc7977,,,male,student,0,0.0,2018-04-14,1,Tencent,0,0,14.0,0.0,15.0,15.0,0.0,0.0,7.0,76.0,文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页买手主页文章详情页文章详情页最新买手列表页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页,0.0,0.0,0.0,0.0,0.0,0.0
34,5ad1ecfbbf06f46f09c354d8,Android,揭阳,male,student,0,0.0,2018-04-14,1,Baidu,0,0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,8.0,买手主页最新买手列表页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页买手主页买手主页文章详情页,0.0,0.0,0.0,0.0,0.0,0.0
35,5ad222a12d0c2a2e3f269d24,,,female,other,0,0.0,2018-04-14,1,Vivo,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,2.0,文章详情页文章详情页文章详情页,0.0,0.0,0.0,0.0,0.0,0.0
36,5ad1d61ef716a54769cb58e9,iOS,苏州,male,student,0,0.0,2018-04-14,1,,0,0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,首页发现买手发现买手发现买手发现买手首页发现买手发现买手买手主页,0.0,0.0,0.0,0.0,0.0,0.0
37,5ad223f06b4d03488a294960,Android,杭州,male,worker,0,1.0,2018-04-14,1,newyaoqinghaoyou,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,,,,,,,
38,5ad19105d0d3372f5390289e,Android,南京,female,worker,1,1.0,2018-04-14,1,Xiaomi,0,0,0.0,2.0,14.0,14.0,2.0,3.0,13.0,32.0,买手主页文章详情页买手主页买手主页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页买手主页文章详情页文章详情页文章详情页买手主页,0.0,0.0,0.0,0.0,0.0,0.0
39,5ad183bd2dbd85702acd8273,iOS,杭州,female,worker,0,0.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,首页,0.0,0.0,0.0,0.0,0.0,0.0
40,5ad10ffcf716a54769aa5b02,,,female,worker,1,1.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,7.0,6.0,54.0,280.0,首页发现买手发现买手买手主页发现买手发现买手首页发现买手发现买手最新买手列表页发现买手发现买手买手主页文章详情页买手主页文章详情页买手主页发现买手发现买手买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页文章详情页买手主页买手主页文章详情页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页发现买手发现买手发现买手发现买手发现买手发现买手文章详情页买手主页文章详情页买手主页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页买手主页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页发现买手买手主页买手主页文章详情页买手主页买手主页买手主页买手主页文章详情页买手主页发现买手发现买手买手主页发现买手发现买手最新买手列表页买手主页文章详情页买手主页最新买手列表页发现买手发现买手发现买手发现买手首页文章详情页文章详情页首页文章详情页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页文章详情页首页发现买手发现买手发现买手发现买手买手主页发现买手发现买手首页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页首页文章详情页首页文章详情页文章详情页首页文章详情页文章详情页首页文章详情页首页首页首页首页首页首页首页文章详情页首页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页首页买手主页首页买手主页文章详情页买手主页文章详情页文章详情页买手主页首页首页文章详情页文章详情页文章详情页文章详情页文章详情页首页首页首页文章详情页文章详情页首页首页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页发现买手发现买手首页首页文章详情页文章详情页文章详情页首页发现买手发现买手首页发现买手发现买手首页文章详情页首页文章详情页文章详情页文章详情页文章详情页首页文章详情页首页文章详情页文章详情页文章详情页文章详情页首页文章详情页文章详情页文章详情页文章详情页发现买手发现买手文章详情页文章详情页文章详情页首页首页文章详情页文章详情页首页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页首页发现买手发现买手首页文章详情页首页首页文章详情页文章详情页首页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页首页文章详情页首页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页首页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页首页发现买手发现买手买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页文章详情页买手主页文章详情页买手主页发现买手发现买手首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页文章详情页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页文章详情页首页文章详情页首页文章详情页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页首页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页发现买手发现买手首页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页首页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页发现买手发现买手文章详情页文章详情页文章详情页,130.0,0.0,0.0,0.0,0.0,0.0
41,5ad0d663f716a54769a67293,Android,济南,female,student,1,1.0,2018-04-14,1,Huawei,0,0,0.0,4.0,14.0,14.0,1.0,2.0,5.0,154.0,文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页文章详情页文章详情页文章详情页买手主页文章详情页买手主页买手主页买手主页买手主页买手主页买手主页买手主页买手主页买手主页文章详情页买手主页买手主页买手主页买手主页买手主页买手主页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页买手主页买手主页文章详情页买手主页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页买手主页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页买手主页买手主页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页文章详情页文章详情页文章详情页文章详情页买手主页文章详情页买手主页,0.0,0.0,0.0,0.0,0.0,0.0
42,5ad1ed721f0ca62f3b583672,iOS,杭州,male,worker,0,0.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,首页发现买手发现买手首页,0.0,0.0,0.0,0.0,0.0,0.0
43,5ad22255ecfb9e2e3a6c35e7,,,female,worker,0,0.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,首页首页发现买手发现买手最新买手列表页发现买手发现买手买手主页买手主页发现买手发现买手,0.0,0.0,0.0,0.0,0.0,0.0
44,5ad1a0b82e6b536f0f60b1be,iOS,上海,female,student,0,0.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,首页,0.0,0.0,0.0,0.0,0.0,0.0
45,5ad15c81b54aae483e721650,iOS,嘉兴,female,student,0,1.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,首页首页首页首页,0.0,0.0,0.0,0.0,0.0,0.0
46,5ad20e7aecfb9e2e3a673264,,,male,student,0,0.0,2018-04-14,1,QQkongjian7,0,0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,2.0,买手主页文章详情页买手主页买手主页买手主页文章详情页买手主页,0.0,0.0,0.0,0.0,0.0,0.0
47,5ad1c9962d0c2a2e3f1219a7,iOS,杭州,female,worker,0,0.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,首页,0.0,0.0,0.0,0.0,0.0,0.0
48,5ad1d3b4b54aae483e8b4e07,iOS,邯郸,male,other,0,0.0,2018-04-14,1,,0,0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,首页发现买手发现买手发现买手发现买手发现买手发现买手发现买手发现买手,0.0,0.0,0.0,0.0,0.0,0.0
49,5ad1e6826b4d03488a1a9561,Android,,female,student,0,1.0,2018-04-14,1,Oppo,0,0,0.0,6.0,14.0,14.0,0.0,2.0,16.0,53.0,文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页买手主页文章详情页文章详情页文章详情页买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页买手主页买手主页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页买手主页文章详情页买手主页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页,0.0,0.0,0.0,0.0,0.0,0.0
50,5ad1e045897de54763ca033d,iOS,北京,male,worker,0,0.0,2018-04-14,1,,0,0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,11.0,首页文章详情页首页发现买手发现买手买手主页文章详情页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页文章详情页买手主页买手主页文章详情页买手主页买手主页,1.0,0.0,0.0,0.0,0.0,0.0
51,5ad13a946b4d03488af6d2cb,,,male,worker,0,0.0,2018-04-14,1,,0,0,3.0,0.0,14.0,14.0,0.0,0.0,0.0,15.0,首页文章详情页首页文章详情页首页文章详情页文章详情页首页文章详情页首页文章详情页首页文章详情页首页首页文章详情页首页文章详情页首页买手主页买手主页买手主页首页发现买手发现买手文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页文章详情页首页,8.0,0.0,0.0,0.0,0.0,0.0
